,Song,Artist,Genre,Lyrics
512,To The Guys That Date My Girls,Thomas Rhett,Country,"To the guys that date my girls Let's get one thing straight When you pick 'em up, show up early When you bring 'em home, don't be late Mind your manners 'round their mama, boy Yeah, for what it's worth If you wanna get to their heart, you'll have to get to hers  And I know they won't be young forever But I'm gonna hold on as long as I can So when you take their hand, remember You're holdin' my whole world Just a friendly reminder to the the guys that date my girls  Well, you know you can't fool me, I know what's on your mind Wasn't long ago I was your age and the same thing was on mine But when you pull her close (Pull her close) You save some room for Jesus 'Cause if you ever cross that line, I swear Boy, you're gonna need him  And I know they won't be young forever But I'm gonna hold on as long as I can So when you take their hand, remember You're holding my whole world Just a friendly reminder to the the guys that date my girl If they're anything like their mama was, they're gonna break some hearts But you might be the lucky one that's written in the stars  So if she keeps you around You better make her your whole world Just a friendly reminder to the guys that date my girls Just a little free advice to the guys that date my girlsEmbedShare URLCopyEmbedCopy"
513,Look What God Gave Her,Thomas Rhett,Country,"Don't even want the attention But yeah, that's all that she's getting Her song is on and she's spinning around, yeah She got me drunk like Corona Heart racing like it's Daytona Ooh, I'm in Heaven, I swear, right now  And those eyes can hypnotize Was designed to blow my mind  Look what God gave her, how perfect He made her She walks in the room, it's like He answered my prayers The way that she moves, how could anybody blame her? I know she's got haters, but it ain't her fault, nah Look what God gave her  It's like I heard angels singing Like she came down from the ceiling When she walked in here this evening, I thought, yeah That girl one in seven billion Got everyone in here feeling Like there's a fire in this building, so hot Got a smile on her angel face I know I'll never lose my faith  Look what God gave her, how perfect He made her She walks in the room, it's like He answered my prayers The way that she moves, how could anybody blame her? I know she's got haters, but it ain't her fault, nah Look what God gave her  Got that look in her eyes Swear she fell right out the sky Yeah, I think I've seen the light Every kiss, I could die It's like the heavens opened wide Man, I swear I've seen the light  Look what God gave her, how perfect He made her She walks in the room, it's like He answered my prayers The way that she moves, how could anybody blame her? I know she's got haters, but it ain't her fault, nah Look what God gave her Ooh, ooh Ooh, look what God gave her (Look what God gave her) Ooh, ooh Oh yeah, look what God gave her5EmbedShare URLCopyEmbedCopy"
514,What’s Your Country Song,Thomas Rhett,Country,"Did you grow up on a tractor? Did your daddy let you drive? Are you whiskey bent and hell bound? Even though your mama tried Did you cruise down a backroad With your Dixieland Delight? Are you on the Chattahoochee On a barefoot blue jean night?  Everybody got a small town anthem Everybody got a story to tell Everybody got a hallelujah Everybody been through a little hell When you're rolling down a two-lane highway And you turn your radio on Tell me which one hits you, baby Yeah, what's your country song? Yeah, what's your country song?  Do your exes live in Texas? Are you so lonesome you could cry? Are you heart-broke 'cause you know That ain't your truck in her drive? Are your friends all in low places Underneath the neon moon? Were you already country Back when country wasn't cool? Everybody got a small town anthem Everybody got a story to tell Everybody got a hallelujah Everybody been through a little hell When you're rolling down a two-lane highway And you turn your radio on Tell me which one hits you, baby Yeah, what's your country song? Yeah, what's your country song?  Who's your strawberry wine? What's your family tradition? What makes you turn it up? Makes you raise your cup every time you listen?  Everybody got a small town anthem Everybody got a story to tell Everybody got a hallelujah Everybody been through a little hell When you're rolling down a two-lane highway And you turn your radio on Tell me which one hits you, baby Yeah, what's your country song? Yeah, what's your country song?2EmbedShare URLCopyEmbedCopy"
515,Make Me Wanna,Thomas Rhett,Country,"Windows down, country sound, FM on the radio Just me and you and the man on the moon Cruisin' down some old back road  Now baby, don't you look at me that way 'Cause you know there's only so much I can take 'Cause you make me wanna  Pull this truck to the side of the road Slide on over, let me hold you close And tell you everything I'm thinkin' Hop on out and let the tailgate fall Get drunk on you with no alcohol If you don't stop, I'm gonna Girl, you make me wanna  You know better than to wear that dress It oughta be against the law Plain and simple, girl, them dimples Know just how to turn me on  Now baby, don't you look at me that way 'Cause you know there's only so much I can take 'Cause you make me wanna Pull this truck to the side of the road Slide on over, let me hold you close And tell you everything I'm thinkin' Hop on out and let the tailgate fall Get drunk on you with no alcohol If you don't stop, I'm gonna Girl, you make me wanna  You make me wanna Wake up with you, in the bed of my truck And start over again when the sun comes up  You make me wanna Pull this truck to the side of the road Slide on over, let me hold you close And tell you everything I'm thinkin' Hop on out and let the tailgate fall Get drunk on you with no alcohol If you don't stop, I'm gonna You make me wanna Pull this truck to the side of the road Slide on over, let me hold you close And tell you everything I'm thinkin' Hop on out and let the tailgate fall Get drunk on you with no alcohol If you don't stop, I'm gonna Girl, you make me wanna Yeah, yeah Windows down, country sound, FM on the radio15EmbedShare URLCopyEmbedCopy"
516,Leave Right Now,Thomas Rhett,Country,"Same streets, same party Drowning their problems in Bacardi Same people still talking Whoa, I'm so over it, I'm sorry  Baby, you and me can leave right now Ditch all your friends, and the guy you came with Get to know you where it ain't so loud Just you and me alone, some old moonlit road Well, the two of us could disappear Just say the word, we'll get outta here Baby, you and me can leave right now Meet me out back if you like how that sounds  You and me could You and me could We can leave right now You and me could If you like how that sounds You and me could  If not, I get it That smile on your face, yeah, it says different One kiss, girl, just try it 'Cause you never know, you just might like it Baby, you and me can leave right now Ditch all your friends, and the guy you came with Get to know you where it ain't so loud Just you and me alone, some old moonlit road Well, the two of us could disappear Just say the word, we'll get outta here Baby, you and me can leave right now Meet me out back if you like how that sounds  You and me could You and me could We can leave right now You and me could If you like how that sounds You and me could Oh, baby, you and me could Oh, baby, you and me could  Same streets, same party Same people still talking  Baby, you and me can leave right now Ditch all your friends, and the guy you came with Get to know you where it ain't so loud Just you and me alone, some old moonlit road Well, the two of us could disappear Just say the word, we'll get outta here Baby, you and me can leave right now Meet me out back if you like how that soundsEmbedShare URLCopyEmbedCopy"
517,Blessed,Thomas Rhett,Country,"Lights are down, but you're shining like you always do Every day, I'm reminded of the miracle of you  You're too good for coincidence And too perfect for an accident And I'm not sure where Heaven is But every night, I get a glimpse  And I know I'm blessed Watching you spin in that dress Making my heart beat out my chest I can't count the times I've heard People say I'm lucky, but lucky ain't the word Oh, I'm blessed And all I ain't got is my breath You stole it the first time we met You're more than I deserve People say I'm lucky, but lucky ain't the word Oh, I'm  I keep checking you for halos Swear you're an angel in disguise You poke my mind from every angle, and I I can see Heaven in your eyes You're too good for coincidence And too perfect for an accident And I'm not sure where Heaven is But every night, I get a glimpse  And I know I'm blessed (Blessed) Watching you spin in that dress (Dress) Making my heart beat out my chest I can't count the times I've heard People say I'm lucky, but lucky ain't the word Oh, I'm blessed (Blessed) And all I ain't got is my breath (Breath) You stole it the first time we met You're more than I deserve People say I'm lucky, but lucky ain't the word Oh, I'm  Baby, you're the kind of girl that I've always prayed for And I swear by my dying breath that I will be faithful Oh, baby 'Cause I'm on my knees (I'm on my knees) Whoa, you make me believe Baby, I'm blessed (Blessed) Watching you spin in that dress (Dress) Making my heart beat out my chest I can't count the times I've heard People say I'm lucky, but lucky ain't the word Oh, I'm blessed (Blessed) And all I ain't got is my breath (Breath) You stole it the first time we met You're more than I deserve People say I'm lucky, but lucky ain't the word Oh, I'm blessed1EmbedShare URLCopyEmbedCopy"
518,Sweetheart,Thomas Rhett,Country,"Sweetheart, God could've never made two Nobody quite like you  Woke up this morning to your sleepy smile I realized I haven't told you in a while That you're my life, you're my dream You're the reason for every song I sing You're my rock, you're my world You're my always and forever, girl  Sweetheart, God could've never made two Nobody quite like you Woah, sweetheart, one kiss and I come unglued You are the reason I fall to pieces 'Cause you're all that I adore You're the one my heart beats for And I can't believe you gave your sweet heart to me  Yeah, you're sweet like chocolate, hot like Sriracha Yeah, girl you got me right in your back pocket You're smooth like whiskey, fine like wine I love how you're making my blood sugar rise My sweetheart, God could've never made two Nobody quite like you Woah, sweetheart, one kiss and I come unglued You are the reason I fall to pieces 'Cause you're all that I adore You're the one my heart beats for And I can't believe you gave your sweet heart to me  When the world gets cold on those sleepless nights Oh, girl, you should know that you will always be mine  My sweetheart, God could've never made two Nobody quite like you Woah, sweetheart, one kiss and I come unglued You are the reason I fall to pieces 'Cause you're all that I adore You're the one my heart beats for And I can't believe you gave your sweet heart to me  Oh, yeah, you gave your sweet heart to me Oh, yeah, you gave your sweet heart to me Oh, please give your sweet heart to meEmbedShare URLCopyEmbedCopy"
519,Things Dads Do,Thomas Rhett,Country,"He'll make you mow the grass and do it for free When you think you're done, he'll say, ""Rake the leaves"" He'll say it builds character, but it's ninety degrees You'll cuss him under your breath He won't let you quit your football team Or hang with the kid who lives down the street 'Cause he heard he smokes dope and got holes in his jeans Lookin' back, he was right, I guess  Things dads do He'll act like he does when he don't have a clue And I know it seems Like he's flyin' by the seat of his outta style jeans You'll get embarrassed when he ruins your cool When he pulls out his camera on your first day of school And that's just a few things dads do  He'll hand you the keys to a hand-me-down truck And take 'em right back when you tear it up On your first broken heart, he'll say, ""Son, tell you what Let's talk it out over a beer"" And when you get married, he'll be your best man And pay for the booze and a bad cover band And he'll give a long speech and say this was God's plan And try not to cry, but he will Things dads do Give you his old recliner for your new living room And he'll call too much And out of the blue without asking to show up He'll give you advice about your career Complain and ask why your fridge is full of weird beer That's just a few things dads do  Oh, woah, woah Woah, woah  He'll sit in the waitin' room, chewin' Red Man 'Til the doctor comes out and says, ""Y'all, come on in"" He'll say she looks perfect, then shake your hand And say, ""Now you'll understand""  Things dads do (Dad's do) You'll think it's crazy until you're one too And you'll lose your mind (Your mind) In a couple years, sleepin' just three months time But next thing you know, one's five and one's three And one's almost one and she's cuttin' her teeth And you're in his shoes And you're startin' to Do more than a few things dads do Yeah, things dads do Things dads doEmbedShare URLCopyEmbedCopy"
520,Beer Can’t Fix,Thomas Rhett,Country,"You're all alone at a party, you wanna dance with somebody But you ain't got a clue how to ask You and your girl had a fight and now she's sayin' goodbye She ran upstairs and packed her bags  It could be rainin' on your perfect vacation You could be stressed about your work situation Ain't gotta listen to me, but all I'm sayin'  Ain't nothing that a beer can't fix Ain't no pain it can't wash away From the moment that it hits your lips Makes those clouds look a little less gray Oh, you could be lonely, or heartbroken Or hungover from the night before Turn that frown into a smile real quick There ain't nothing that a beer can't fix  You're on a lake and you're fishin' It's hot and all that you're gettin' is a little nibble here and there You're sitttin', watchin' your team losin' that championship ring And you're feelin like life ain't fair It could be rainin' on your perfect vacation You could be stressed about your work situation  Ain't nothing that a beer can't fix Ain't no pain, it can't wash away From the moment that it hits your lips Makes those clouds look a little less gray Oh, you could be lonely, heartbroken Or hungover from the night before Turn that frown into a smile real quick Ain't nothing that a beer can't fix (Yeehaw)  It could be rainin' on your perfect vacation You could be stressed about your work situation Ain't gotta save it for no special occasion  Ain't nothing that a beer can't fix Ain't no pain, it can't wash away, no From the moment that it hits your lips Makes those clouds look a little less gray Oh, you could be lonely (Lonely) Heartbroken (Heartbroken) Or hungover from the night before Turn that frown into a smile real quick (So quick) It might take one or it might take six Drink it down, it will do the trick Ain't nothing that a beer can't fix2EmbedShare URLCopyEmbedCopy"
521,Notice,Thomas Rhett,Country,"You say it every day now I know I get spaced out in a conversation Yeah, it's been a hard year You say that I don't hear all the words you're saying And it makes you miss me even when you're with me Feels like something's broken I know I've been acting easily distracted You wish I could focus  You think that I don't notice How you brush your hair out of your green eyes The way you blush when you drink red wine The way you smile when you try to bend the truth You think that I don't notice All the songs you sing underneath your breath You still tear up at a beach sunset And you dance just like you're the only one in the room You think that I don't notice, but I do (I do, yeah, I do, yeah)  At that party last night Baby, I don't know why I forgot to mention You were looking drop-dead, not even a contest Center of attention If I had to say every time you looked amazing You'd think I was joking But I brag about you when I'm not around you You don't even know it You think that I don't notice How you brush your hair out of your green eyes The way you blush when you drink red wine The way you smile when you try to bend the truth You think that I don't notice All the songs you sing underneath your breath You still tear up at a beach sunset And you dance just like you're the only one in the room You think that I don't notice, but I  See it all, and I keep on falling for you every night Over and over again It's my fault that I don't remind you every day of your life You're perfect (I do, yeah, I do, yeah)  You think that I don't notice How you brush your hair out of your green eyes The way you blush when you drink red wine The way you smile when you try to bend the truth You think that I don't notice All the songs you sing underneath your breath You still tear up at a beach sunset And you dance just like you're the only one in the room You think that I don't notice, but I do (I do, yeah, I do, yeah)1EmbedShare URLCopyEmbedCopy"
522,Grave,Thomas Rhett,Country,"You're my forever, my slice of heaven On this side of the Mississippi River, baby You're my infinity, no end to you and me Come hell, fire, or rain, baby, nothin' can change it No, nothin' can change it  Ooh, when the good Lord calls me home and this life is through I may be six feet deep, but I'll still be lovin' you Baby, what we got won't ever die Can't take diamonds, can't take gold But I'll take your love with me when I go I'm gonna take it to the grave with me  You're my destiny, you'll always be with me Today, tomorrow, all the way to eternity, baby No last breath taken on this earth No concrete tombstone, no amount of dirt can change it No, nothin' can change it  Ooh, when the good Lord calls me home and this life is through I may be six feet deep, but I'll still be lovin' you Baby, what we got won't ever die Can't take diamonds, can't take gold But I'll take your love with me when I go I'm gonna take it to the grave with me To the grave with me, to the grave with me To the grave, to the grave with me To the grave with me, to the grave with me To the grave, to the grave, to the grave with me To the grave with me, to the grave with me To the grave, to the grave, to the grave with me To the grave with me, to the grave with me To the grave, to the grave, to the grave with me You're my forever, my slice of heaven On this side of the Mississippi River, baby  Ooh, when the good Lord calls me home and this life is through I may be six feet deep, but I'll still be lovin' you Baby, what we got won't ever die Can't take diamonds, can't take gold But I'll take your love with me when I go I'm gonna take it to the grave with meEmbedShare URLCopyEmbedCopy"
523,When You Look Like That,Thomas Rhett,Country,"You said you only had time for one drink But that dress that you're wearing says a whole 'nother thing You laugh and you smile and you wink Got my head spinning 'round like a roller rink It's going places we've never been And it's getting better with every tonic and gin Got a Hollywood glow on your skin Wearin' that ""I will if you will"" grin  How are we not supposed to crawl to the next bar Make out on the dance floor Take it too far out the back door Leave an open tab, when you look like that? And tell me how am I supposed to keep my hands to myself When you're making my mind wander somewhere else? It's on a one-way track when you look like that  How am I supposed to play it cool With that sexy, adorable way you move? I love watching you break your own rules Come on, let me help you break a few  How are we not supposed to crawl to the next bar Make out on the dance floor Take it too far out the back door Leave an open tab, when you look like that? And tell me how am I supposed to keep my hands to myself When you're making my mind wander somewhere else? It's on a one-way track when you look like that Like a couple million bucks, a bombshell deluxe Girl, you got it all together, why you messing me up? I'm seeing you and me as the honkey tonk dream Saying, ""Girl, we're on a roll""  And how are we not supposed to take another lap around the block And make a pit stop, your place, my place, any place? Wanna make it last when you look like When you look like that, yeah  When you look like that, baby When you look, when you look like that, whoa You just do something to my soul, I just can't describe it When you look like that, hoo Hey, yeah, yeah, yeah You drive me crazy when you, when you look like Just like that right thereEmbedShare URLCopyEmbedCopy"
524,When We’re 80,Thomas Rhett,Country,"Will you still roll your eyes when I tell dirty jokes? Will I still hold your hand when we're drivin' down the road? Will you still hide a bottle of wine in your purse when we're at the movie? Will you still slap my hand away when I try and smack your booty?  Hey, hey, hey, hey, hey Tell me it'll always be this way You'll be even more beautiful when you're gray and crazy We'll still kiss and we might cuss Just tell me that we'll still be us when we're 80 When we're 80  Will you still rub my feet when I put down the seat? Will you still call me honey if we run out of money tomorrow? Will we still walk the dogs, will I still take you fishin' And dance in the kitchen and listen and sway to Sinatra? Fly Me To The Moon, baby When we watch The Notebook, will we still get sentimental? Will I drop you off at the beauty shop in a Lincoln Continental, singin'  Hey, hey, hey, hey, hey Tell me it'll always be this way You'll be even more beautiful when you're gray and crazy We'll still kiss and we might cuss Just tell me that we'll still be us when we're 80 When we're 80 When we're 80 Won't you grow young with me, girl?  Hey, hey, hey, hey, hey Tell me it'll always be this way You'll be even more beautiful when you're gray and crazy We'll still kiss and we might cuss Just tell me that we'll still be us when we're 80 When we're 80EmbedShare URLCopyEmbedCopy"
525,Speechless,Dan + Shay,Country,"You say you'll be down in five The smell of your perfume is floating down the stairs You're fixing up your hair like you do I know that I'll be a mess The second that I see you You won't be surprised It happens every time It's nothin' new  It's always on a night like tonight I thank God you can read my mind 'Cause when you look at me with those eyes  I'm speechless Starin' at you standin' there in that dress What it's doin' to me ain't a secret 'Cause watching you is all that I can do And I'm speechless You already know that you're my weakness After all this time I'm just as nervous Every time you walk into the room I'm speechless It started when you said hello Just did something to me And I've been in a daze Ever since the day that we met You take the breath out of my lungs Can't even fight it And all of the words, out of my mouth without even tryin'  And I'm speechless Starin' at you standin' there in that dress What it's doin' to me ain't a secret 'Cause watching you is all that I can do And I'm speechless You already know that you're my weakness After all this time I'm just as nervous Every time you walk into the room I'm speechless  Yeah, baby, mmm It's always on a night like tonight I thank God you can read my mind 'Cause when you look at me with those eyes I'm speechless You standin' there in that dress Girl, it ain't a secret 'Cause watchin' you is all that I can do Oh, I'm speechless You already know that you're my weakness After all this time I'm just as nervous Every time you walk into the room I'm speechless  Oh, you know it, baby Mmm11EmbedShare URLCopyEmbedCopy"
526,Tequila,Dan + Shay,Country,"I can still shut down a party I can hang with anybody I can drink whiskey and red wine Champagne all night Little Scotch on the rocks and I'm fine, I'm fine  But when I taste tequila Baby, I still see ya Cuttin' up the floor in a sorority T-shirt The same one you wore when we were Sky high in Colorado, your lips pressed against the bottle Swearing on a Bible, baby, I'd never leave ya I remember how bad I need ya When I taste tequila (When I, when I, when I) When I taste tequila (When I, when I, when I)  I can kiss somebody brand new And not even think about you I can show up to the same bar Hear the same songs in my car Baby, your memory, it only hits me this hard  When I taste tequila Baby, I still see ya Cuttin' up the floor in a sorority T-shirt The same one you wore when we were Sky high in Colorado, your lips pressed against the bottle Swearing on a Bible, baby, I'd never leave ya I remember how bad I need ya (Need ya) When I taste tequila (When I, when I, when I) When I taste tequila, oh (When I, when I, when I) I ain't even drunk, I ain't even drunk and I'm thinkin' How I need your love, how I need your love, yeah, it sinks in  When I taste tequila Baby, I still see ya Sorority T-shirt The same one you wore when we were Sky high in Colorado, your lips pressed against the bottle Swearing on a Bible, baby, I'd never leave ya I remember how bad I need ya (Need ya) When I taste tequila (When I, when I, when I) When I taste tequila, oh (When I, when I, when I) When I taste tequila, oh (When I, when I, when I) When I taste tequila (When I, when I, when I) Ooh12EmbedShare URLCopyEmbedCopy"
527,I Should Probably Go To Bed,Dan + Shay,Country,"All of my friends finally convinced me to get out of the house To help me forget, to help me move on Then I heard you're back in town In a crowd of strangers and lovers Someone told me that you were comin'  So I should probably go to bed (Ah) I should probably turn off my phone I should quit while I'm ahead (Ah) I should probably leave you alone 'Cause I know in the mornin' (In the mornin') I'll be callin' (I'll be callin') Sayin' ""sorry"" for the things I said So I, yeah, I should probably go to bed  So I don't undo the got-over-you That I took so long to find 'Cause all it would take is seein' your face and I'd forget  So I should probably go to bed (Ah) I should probably turn off my phone I should quit while I'm ahead (Ah) I should probably leave you alone 'Cause I know in the mornin' (In the mornin') I'll be callin' (I'll be callin') Sayin' ""sorry"" for the things I said So I, yeah, I should probably go to bed Before I question my decision Is it love? I know it isn't Now I'm all up in my head again 'Cause I know I don't have the self-control To walk away if you walk in Oh, I know, I know, I know, I know I should probably go to bed  Ooh, I'm all up in my head (I'm all up in my head) Ooh, I, I should go to bed (Go to bed) Ooh, I'm (Go to bed) all up in my head (Go to bed) Ooh, I, I should go to bed  In a crowd of strangers and lovers Someone told me that you were comin' So I should probably go to bed5EmbedShare URLCopyEmbedCopy"
528,From The Ground Up,Dan + Shay,Country,"Grandma and grandpa painted a picture Of 65 years in one little house More than a memory More than saying I do Kiss you goodnights And I love you’s Me and you baby We’ll walk in their footsteps We’ll build our own family One day at a time 10 little toes A painted pink room Our beautiful baby looks just like you  And we’ll build this love from the ground up Now til forever it’s all of me, all of you Just take my hand and I’ll be the man your dad hoped that I’d be And we’ll build this love from the ground up For worse or for better And I will be all you need Beside you I’ll stand through the good and the bad We’ll give all that we have And we’ll build this love from the ground up This life will go by in the blink of an eye But I wouldn’t wanna spend it without you by my side The clouds are gonna roll The earth’s gonna shake But I’ll be your shelter Through the wind and the rain  And we’ll build this love from the ground up Now til forever it’s all of me, all of you Just take my hand and I’ll be the man your dad hoped that I’d be And we’ll build this love from the ground up For worse or for better And I will be all you need Beside you I’ll stand through the good and the bad We’ll give all that we have And we’ll build this love from the ground up  Someday we’ll wake up with thousands of pictures Of 65 years in this little house I won’t trade for nothin’ this life that we built I’ll kiss you goodnight and say I love you still  And we’ll build this love from the ground up For worse or for better And I will be all you need Beside you I’ll stand through the good and the bad We’ll give all that we have And we’ll build this love from the ground up From the ground up Ah8EmbedShare URLCopyEmbedCopy"
529,How Not To,Dan + Shay,Country,"I can honestly understand why it's over I can go through the motions of walking away I can give you the key and take my things back I can find plenty things to fill my days  But I don't know how not to Think about you When it's late at night and quiet And I know that I ought to be the one who Is strong and just moves on But I'd probably turn down your road Knock, knock on your door Fall back in your arms Wake up in the morning Hatin' myself and the way that I can't help The way I still want you I just don't know how not to How not to How not to I just don't know how not to How not to How not to  You're like second nature, baby, you're just like breathing Melody that you hear and you can't forget Time goes by and I still need you Yeah, you're worth the heartbreak and the regret But I don't know how not to Think about you When it's late at night and quiet And I know that I ought to be the one who Is strong and just moves on But I'd probably turn down your road Knock, knock on your door Fall back in your arms Wake up in the morning Hatin' myself and the way that I can't help The way I still want you I just don't know how not to How not to How not to I just don't know how not to How not to How not to  How not to Mmmmmm Oh-oh-oh-oh3EmbedShare URLCopyEmbedCopy"
530,Keeping Score,Dan + Shay,Country,"Someday we're gonna look back on a night like tonight The car I pulled up in, the necklace you're wearing won't even cross our minds Someday we're gonna blink twice, say it happens like that How much money we saved up for the time that we gave up Well, it'll all just be math  I know I'm only human Don't know how many sunsets I got left And I don't wanna ruin This moment by wondering what comes next I just wanna love you like it's all I'm living for Hold you close, enjoy you more And spend a little less time keeping score  If we're rich to somebody, we're poor to somebody else We could be happy and nameless Or broken and famous But, from what I can tell Is that it doesn't really matter You can't take it with you when you go Life is only getting faster (life is only getting faster) So, baby, I'd rather take tonight nice and slow 'Cause I know I'm only human Don't know how many sunsets I got left And I don't wanna ruin This moment by wondering what comes next I just wanna love you like it's all I'm living for Hold you close, enjoy you more And spend a little less time keeping score  Be with me now Be with me right now Be with me right here, right now Be with me now Be with me right now Be with me right here, right now  I know I'm only human Don't know how many sunsets I got left And I don't wanna ruin This moment by wondering what comes next I just wanna love you like it's all I'm living for Hold you close, enjoy you more And spend a little less time keeping score Oh, yeah Keeping scoreEmbedShare URLCopyEmbedCopy"
531,All to Myself,Dan + Shay,Country,"I'm jealous of the blue jeans that you're wearing And the way they're holding you so tight I'm jealous of the moon that keeps on staring So lock the door and turn out the night  I want you all to myself We don't need anyone else Let our bodies do the talking Let our shadows paint the wall I want you here in my arms We'll hide away in the dark Slip your hand in my back pocket Go and let your long hair fall I want you all to myself To myself  I'm jealous of the song that you've been singing And the way it's rolling off your lips It might be selfish but I'm thinking I don't need nothing between you Leaning for another kiss, yeah  I want you all to myself We don't need anyone else Let our bodies do the talking Let our shadows paint the wall I want you here in my arms We'll hide away in the dark Slip your hand in my back pocket Go and let your long hair fall I want you all, all, all to myself To myself, yeah Girl, I want you in the worst way Yeah, I want you in the worst way (Mmmm)  I want you all to myself We don't need anyone else (No one else, baby) Let our bodies do the talking Let our shadows paint the wall (Paint the wall) I want you here in my arms We'll hide away in the dark (Hide away in the dark) Slip your hand in my back pocket Go and let your long hair fall I want you all, all, all to myself To myself I want you all, all, all to myself To myself, yeah6EmbedShare URLCopyEmbedCopy"
532,Glad You Exist,Dan + Shay,Country,"Here's to all the late-night drunk phone calls that you picked up Here's to all the bad decisions that you didn't judge All the love you's and the hate you's and the secrets that you told me Here's to everyone but mostly us  There's a couple billion people in the world And a million other places we could be, but you're here with me Take a moment just to take it in 'Cause еvery high and every low lеd to this I'm just so glad you exist Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh  Hey look what a hello from a stranger turned into Caught up in a moment like it's just us in this room All the right words at the right time And you know 'em 'cause you know me better than anyone else We don't need anyone else  There's a couple billion people in the world (Yeah-yeah-yeah) And a million other places we could be, but you're here with me (Yeah-yeah-yeah) Take a moment just to take it in 'Cause every high and every low led to this I'm just so glad you exist Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh Don't you ever go, don't you ever go, don't you ever go changing Never let me go, never let me go, never let me go, baby Don't you ever go, don't you ever go, don't you ever go changing Never let me go, never ever let me go, never let me go, baby  There's a couple billion people in the world (In the world, yeah-yeah-yeah) And a million other places we could be, but you're here with me (Yeah-yeah-yeah) Take a moment just to take it in (Just to take it in, yeah-yeah-yeah) 'Cause every high and every low led to this I'm just so glad you exist Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh I'm glad you exist Ooh, ooh-ooh, ooh-ooh, ooh, ooh-ooh, ooh-ooh, ooh, ooh3EmbedShare URLCopyEmbedCopy"
533,When I Pray for You,Dan + Shay,Country,"I talk to God about you And I ain't even met you yet Everybody's waitin' on you here I can't wait to feel your heart beat When I lay you on my chest I'm already holding back my tears I wanna be the dad that my dad was I hope that I don't mess this whole thing up  I pray you love like your momma And you forgive just like she does And when this life knocks you down I hope you get down on your knees Cause that's what I do, that's what I do When I pray for you Oh, and I pray for you  I know you're gonna grow up some day But don't forget to take your time And take the time to call back home It ain't always gonna be easy It ain't always gonna be fair I know you ain't always gonna need me But I promise that I'll always be there I pray you love like your momma And you forgive just like she does And when this life knocks you down I hope you get down on your knees Cause that's what I do, that's what I do When I pray for you Oh, and I pray for you  I talk to God about you When everything around me breaks I look up and hear him say  Love like your momma And forgive just like she does And when this life knocks you down I hope you get down on your knees Cause that's what I do, thats what I do When I pray for you When I pray for you When I pray for youEmbedShare URLCopyEmbedCopy"
534,Nothin’ Like You,Dan + Shay,Country,"I remember when I first met you Sipping coffee in a corner booth You were twirling your hair And I just had to stare, for a minute or two  I was laughing at your stack of books Then you shot me that smile Hey beautiful girl, in your own little world Let me in it  You got all of my attention And you ain't even trying Yeah, you're my kind of different And I never seen nothing  Nothing like you Shades on spinning in a summer rain Dancing when there ain't no music Just the right kind of crazy, baby Something about you Rocking that rock 'n roll t-shirt We're at a party dressed up But you just doing your thing Ain't nobody ever seen nothing like you When you're wearing them worn out jeans Purple untied shoestrings You're a light in the dark And you're stealing my heart like a gypsy  I love the way that you kiss me In front of everybody So baby come and kiss me They ain't ever seen nothing  Nothing like you Shades on spinning in a summer rain Dancing when there ain't no music Just the right kind of crazy, baby Something about you Rocking that rock 'n roll t-shirt We're at a party dressed up But you just doing your thing Ain't nobody ever seen nothing like you, yeah Nothing like you Shades on spinning in a summer rain Dancing when there ain't no music Nothing like you Rocking that rock 'n roll t-shirt We're at a party dressed up But you just doing your thing Ain't nobody ever seen nothing like you Never seen, never seen nothing like you Ain't never seen anything like you Never seen nothin' like you11EmbedShare URLCopyEmbedCopy"
535,Alone Together,Dan + Shay,Country,"I couldn't help but notice you were sitting by yourself Dropping limes in a Corona like you're trying to get over somebody else It's funny how your story sounds a little like mine Oh, cause' I've been at a table with a bottle peeling labels to pass the time  We can be blue as a neon light Singing them sad love songs all night We can say goodbye, just head home But if we're gonna be alone  We should be alone together Kissing over there in the corner Where nobody else can see Keeping each other company We should be alone together Leaning up against my car door Parked outside on the street Where it's just you and me We should be alone together  I couldn't help but notice You could use another drink Yeah, I don't wanna leave ya And it's two for one Tequila, so what you think? We can be blue as a neon light Singing them sad love songs all night We can say goodbye, just head home But if we're gonna be alone  We should be alone together Kissing over there in the corner Where nobody else can see Keeping each other company We should be alone together Leaning up against my car door Parked outside on the street Where it's just you and me We should be alone together We should be alone together We should be alone together, oh yeah  We should be alone together Over there in the corner where nobody else can see  We should be alone together Kissing over there in the corner Where nobody else can see Keeping each other company We should be alone together Leaning up against my car door Parked outside on the street Where it's just you and me We should be alone together We should be alone together We should be alone together, oh yeah We should be alone together1EmbedShare URLCopyEmbedCopy"
